prompt,opposite_sent,completion
A female cannot <extra_id_0>,A female can <extra_id_0>,['conceive']
Fencers cannot <extra_id_0>,Fencers can <extra_id_0>,['attack']
Ferrets cannot <extra_id_0>,Ferrets can <extra_id_0>,['bite']
Fire cannot <extra_id_0>,Fire can <extra_id_0>,"['burn', 'sterelize', 'kill', 'murder', 'hurt', 'harm']"
People often don't keep fish in a tank as <extra_id_0>,People often keep fish in a tank as <extra_id_0>,['swim']
A flea cannot <extra_id_0>,A flea can <extra_id_0>,['jump']
A flower cannot <extra_id_0>,A flower can <extra_id_0>,"['close', 'blossom', 'open']"
A frisbee cannot <extra_id_0>,A frisbee can <extra_id_0>,['fly']
Frogs cannot <extra_id_0>,Frogs can <extra_id_0>,"['jump', 'leap', 'swim', 'hop']"
Fruit cannot <extra_id_0>,Fruit can <extra_id_0>,['decay']
Gas cannot <extra_id_0>,Gas can <extra_id_0>,"['explode', 'expand']"
A gate cannot <extra_id_0>,A gate can <extra_id_0>,['swing']
Genes cannot <extra_id_0>,Genes can <extra_id_0>,['mutate']
A glass cannot <extra_id_0>,A glass can <extra_id_0>,"['melt', 'shattering']"
Situation: don't Let the glue <extra_id_0>,Situation: Let the glue <extra_id_0>,"['dry', 'set']"
Glue cannot <extra_id_0>,Glue can <extra_id_0>,"['dry', 'set']"
God isn't <extra_id_0>,God is <extra_id_0>,"['anything', 'love']"
Goose cannot <extra_id_0>,Goose can <extra_id_0>,['fly']
Grass cannot <extra_id_0>,Grass can <extra_id_0>,['burn']
A gundog cannot <extra_id_0>,A gundog can <extra_id_0>,"['find', 'seek', 'work', 'retrieve']"
Guns cannot <extra_id_0>,Guns can <extra_id_0>,"['misfire', 'break', 'jam']"
A hamster does want a messy <extra_id_0>,A hamster doesn't want a messy <extra_id_0>,['burrow']
Human hands aren't very <extra_id_0>,Human hands are very <extra_id_0>,['articulate']
Situation: My hands don't feel smooth and <extra_id_0>,Situation: My hands feel smooth and <extra_id_0>,['articulate']
Happiness cannot <extra_id_0>,Happiness can <extra_id_0>,['spread']
Heat cannot <extra_id_0>,Heat can <extra_id_0>,['sterilize']
Helicoptors cannot <extra_id_0>,Helicoptors can <extra_id_0>,['fly']
Hoatzins cannot <extra_id_0>,Hoatzins can <extra_id_0>,['fly']
Horses cannot <extra_id_0>,Horses can <extra_id_0>,"['trot', 'canter']"
Human cannot <extra_id_0>,Human can <extra_id_0>,"['scream', 'torture', 'die', 'smile', 'stand', 'write']"
Humans cannot <extra_id_0>,Humans can <extra_id_0>,"['bend', 'dance', 'laugh', 'act', 'think', 'appreciate', 'lie', 'heal', 'die', 'coding', 'sleep', 'wonder', 'listen', 'wish', 'reproduce', 'punch', 'destroy', 'talk', 'excrete', 'multiply', 'draw', 'share', 'run', 'plan', 'attack', 'dream', 'reason', 'learn', 'cry']"
Humans don't have a finite lifespan and then they <extra_id_0>,Humans have a finite lifespan and then they <extra_id_0>,"['bend', 'dance', 'laugh', 'act', 'think', 'appreciate', 'lie', 'heal', 'die', 'coding', 'sleep', 'wonder', 'listen', 'wish', 'reproduce', 'punch', 'destroy', 'talk', 'excrete', 'multiply', 'draw', 'share', 'run', 'plan', 'attack', 'dream', 'reason', 'learn', 'cry']"
Humans and fish do <extra_id_0>,Humans and fish don't <extra_id_0>,"['bend', 'dance', 'laugh', 'act', 'think', 'appreciate', 'lie', 'heal', 'die', 'coding', 'sleep', 'wonder', 'listen', 'wish', 'reproduce', 'punch', 'destroy', 'talk', 'excrete', 'multiply', 'draw', 'share', 'run', 'plan', 'attack', 'dream', 'reason', 'learn', 'cry']"
Insects cannot <extra_id_0>,Insects can <extra_id_0>,"['fly', 'move', 'buzz']"
Iron doesn't have <extra_id_0>,Iron has <extra_id_0>,['rust']
A Jew cannot <extra_id_0>,A Jew can <extra_id_0>,['pray']
A king cannot <extra_id_0>,A king can <extra_id_0>,['vomit']
A lamp cannot <extra_id_0>,A lamp can <extra_id_0>,['illuminate']
Lesbians cannot <extra_id_0>,Lesbians can <extra_id_0>,['marry']
A lion cannot <extra_id_0>,A lion can <extra_id_0>,['roar']
Lizards cannot <extra_id_0>,Lizards can <extra_id_0>,['exercise']
Love cannot <extra_id_0>,Love can <extra_id_0>,['hurt']
Machine isn't a type of mechanical <extra_id_0>,Machine is a type of mechanical <extra_id_0>,"['vend', 'dispense', 'construct']"
A mammmal that cannot <extra_id_0>,A mammmal that can <extra_id_0>,['fly']
Midgets cannot <extra_id_0>,Midgets can <extra_id_0>,['steal']
A mine cannot <extra_id_0>,A mine can <extra_id_0>,['explode']
Mosquito isn't about the same size as <extra_id_0>,Mosquito is about the same size as <extra_id_0>,['fly']
Music cannot <extra_id_0>,Music can <extra_id_0>,"['heal', 'irritate']"
A name cannot <extra_id_0>,A name can <extra_id_0>,['change']
A newspaper cannot <extra_id_0>,A newspaper can <extra_id_0>,"['announce', 'advertise', 'educate', 'motivate', 'communicate', 'inform']"
A nose cannot <extra_id_0>,A nose can <extra_id_0>,"['sniff', 'run']"
Organisms cannot <extra_id_0>,Organisms can <extra_id_0>,['die']
Oxygen cannot <extra_id_0>,Oxygen can <extra_id_0>,['freeze']
A pana cannot <extra_id_0>,A pana can <extra_id_0>,['eat']
A parent cannot <extra_id_0>,A parent can <extra_id_0>,['homeschool']
Situation: Pooh and pee cannot <extra_id_0>,Situation: Pooh and pee can <extra_id_0>,['stink']
A penis cannot <extra_id_0>,A penis can <extra_id_0>,"['pee', 'ejaculate']"
A man doesn't use his penis to <extra_id_0>,A man uses his penis to <extra_id_0>,"['pee', 'ejaculate']"
Peole cannot <extra_id_0>,Peole can <extra_id_0>,['dance']
People cannot <extra_id_0>,People can <extra_id_0>,"['shout', 'dance', 'speak', 'blink', 'imagine', 'forgive', 'jump', 'think', 'lie', 'multitask', 'trek', 'coding', 'count', 'donate', 'stand', 'agree', 'err', 'sing', 'plan', 'bite', 'deceive', 'sneeze', 'choke']"
A performer cannot <extra_id_0>,A performer can <extra_id_0>,['dance']
A person cannot <extra_id_0>,A person can <extra_id_0>,"['fail', 'breathe', 'laugh', 'leap', 'shave', 'sprint', 'think']"
Photographs cannot <extra_id_0>,Photographs can <extra_id_0>,['map']
Pilots can explain that the plane will <extra_id_0>,Pilots can explain that the plane will not <extra_id_0>,"['fly', 'fall', 'crash']"
A plane cannot <extra_id_0>,A plane can <extra_id_0>,"['fly', 'fall', 'crash']"
Planes cannot <extra_id_0>,Planes can <extra_id_0>,"['fly', 'crash']"
Planes although heavier than air cannot still <extra_id_0>,Planes although heavier than air can still <extra_id_0>,"['fly', 'crash']"
Plans cannot <extra_id_0>,Plans can <extra_id_0>,['fail']
"Plants don't have chlorophyll, a green pigment necessary for <extra_id_0>","Plants have chlorophyll, a green pigment necessary for <extra_id_0>",['photosynthesis']
Plastic cannot <extra_id_0>,Plastic can <extra_id_0>,"['melt', 'burn']"
Politicians cannot <extra_id_0>,Politicians can <extra_id_0>,['legislate']
A pornstar cannot <extra_id_0>,A pornstar can <extra_id_0>,['fuck']
Prices may not <extra_id_0>,Prices may <extra_id_0>,['vary']
A priest cannot <extra_id_0>,A priest can <extra_id_0>,"['pray', 'baptise']"
Printers cannot <extra_id_0>,Printers  can <extra_id_0>,['print']
Programs cannot <extra_id_0>,Programs can <extra_id_0>,['compute']
Rats cannot <extra_id_0>,Rats can <extra_id_0>,['bite']
Rhetoric cannot <extra_id_0>,Rhetoric can <extra_id_0>,['inspire']
Robber cannot <extra_id_0>,Robber can <extra_id_0>,['steal']
Secretaries cannot <extra_id_0>,Secretaries can <extra_id_0>,['type']
Seed doesn't have <extra_id_0>,Seed has <extra_id_0>,"['sprout', 'grow']"
Ships cannot <extra_id_0>,Ships can <extra_id_0>,"['have', 'collide']"
Soliders cannot <extra_id_0>,Soliders can <extra_id_0>,['die']
The spleen cannot <extra_id_0>,The spleen can <extra_id_0>,['enlarge']
A spring cannot <extra_id_0>,A spring can <extra_id_0>,['bounce']
Stairs cannot <extra_id_0>,Stairs can <extra_id_0>,['creak']
A stainless steel piece of construction will <extra_id_0>,A stainless steel piece of construction will not <extra_id_0>,['rust']
A student cannot <extra_id_0>,A student can <extra_id_0>,"['masturbate', 'talk', 'study', 'fart', 'homework', 'think']"
Submarines cannot <extra_id_0>,Submarines can <extra_id_0>,"['sink', 'dive']"
Sweat cannot <extra_id_0>,Sweat can <extra_id_0>,['drip']
Call isn't telephone <extra_id_0>,Call is telephone <extra_id_0>,['ring']
Text cannot <extra_id_0>,Text can <extra_id_0>,['fade']
TNT cannot <extra_id_0>,TNT can <extra_id_0>,['explode']
A toilet cannot <extra_id_0>,A toilet can <extra_id_0>,"['refill', 'flush']"
Torpedo cannot <extra_id_0>,Torpedo can <extra_id_0>,['explode']
Trains cannot <extra_id_0>,Trains can <extra_id_0>,"['accelerate', 'decelerate', 'brake', 'derail']"
Trains cannot <extra_id_0>,Trains  can <extra_id_0>,"['accelerate', 'decelerate', 'brake', 'derail']"
A tree cannot <extra_id_0>,A  tree can <extra_id_0>,"['bud', 'grow']"
Tweety cannot <extra_id_0>,Tweety can <extra_id_0>,['fly']
Ufos cannot <extra_id_0>,Ufos can <extra_id_0>,['glow']
Vampires cannot <extra_id_0>,Vampires can <extra_id_0>,['bite']
A virus cannot <extra_id_0>,A virus can <extra_id_0>,"['reproduce', 'mutate', 'infect']"
A virus doesn't want to <extra_id_0>,A virus wants to <extra_id_0>,"['reproduce', 'mutate', 'infect']"
A volcannotoe cannot <extra_id_0>,A volcanoe can <extra_id_0>,['erupt']
War cannot <extra_id_0>,War can <extra_id_0>,['escalate']
Wasps cannot <extra_id_0>,Wasps can <extra_id_0>,['sting']
Wax isn't candle <extra_id_0>,Wax is candle <extra_id_0>,"['melt', 'burn', 'melt1']"
Wax cannot <extra_id_0>,Wax can <extra_id_0>,"['melt', 'burn', 'melt1']"
We cannot <extra_id_0>,We can <extra_id_0>,['invade']
A weapon cannot <extra_id_0>,A weapon can <extra_id_0>,['terrorize']
Wood cannot <extra_id_0>,Wood can <extra_id_0>,"['petrify', 'burn', 'warp']"
Yogurt cannot <extra_id_0>,Yogurt can <extra_id_0>,['spoil']
YouTube cannot <extra_id_0>,YouTube can <extra_id_0>,['entertain']
An abdomen isn't part of a <extra_id_0>,An abdomen is part of a <extra_id_0>,['torso']
Acting isn't part of <extra_id_0>,Acting is part of <extra_id_0>,"['theater', 'performance']"
Adaptation isn't part of <extra_id_0>,Adaptation is part of <extra_id_0>,['evolution']
AIDS isn't part of <extra_id_0>,AIDS is part of <extra_id_0>,['TFZ']
Aksaray isn't part of <extra_id_0>,Aksaray is part of <extra_id_0>,['istanbul']
Alberta isn't a province in <extra_id_0>,Alberta is a province in <extra_id_0>,"['canada', 'Canada']"
Amanda isn't part of <extra_id_0>,Amanda is part of  <extra_id_0>,['danilo']
Anhui isn't part of <extra_id_0>,Anhui is part of <extra_id_0>,['China']
Situation: I didn't finish university units in animal and plant <extra_id_0>,Situation: I finished university units in animal and plant <extra_id_0>,['nature']
An animal isn't part of an <extra_id_0>,An animal is part of an <extra_id_0>,['nature']
An antenna isn't part of a <extra_id_0>,An antenna is part of a <extra_id_0>,"['transmitter', 'receiver']"
Atom isn't a type of nucleus <extra_id_0>,Atom is a type of nucleus <extra_id_0>,['molecule']
Bandung isn't part of <extra_id_0>,Bandung is part of <extra_id_0>,['Java']
Belief isn't a kind of <extra_id_0>,Belief is a kind of <extra_id_0>,['faith']
The bell isn't part of a <extra_id_0>,The bell is part of a <extra_id_0>,"['blunderbuss', 'trumpet', 'carillon', 'funnel']"
Belt isn't part of <extra_id_0>,Belt is part of <extra_id_0>,['outfit']
Besiktas isn't part of <extra_id_0>,Besiktas is part of <extra_id_0>,['Istanbul']
A bird isn't part of a <extra_id_0>,A bird is part of a <extra_id_0>,['bird']
Bit isn't a type of small <extra_id_0>,Bit is a type of small <extra_id_0>,"['bridle', 'key', 'drill', 'byte']"
Capital isn't boston <extra_id_0>,Capital is boston <extra_id_0>,"['Mass', 'Massachusetts', 'massachusetts']"
A bottlecap isn't part of a <extra_id_0>,A bottlecap is part of a <extra_id_0>,['bottle']
A breast isn't part of a <extra_id_0>,A breast is part of a <extra_id_0>,"['thorax', 'turkey', 'chicken']"
Bretagne isn't part of <extra_id_0>,Bretagne is part of <extra_id_0>,['France']
A bridge isn't part of a <extra_id_0>,A bridge is part of a <extra_id_0>,"['cello', 'spectacles', 'nose']"
A brow isn't part of a <extra_id_0>,A brow is part of a <extra_id_0>,['face']
A buttock isn't part of a <extra_id_0>,A buttock is part of a <extra_id_0>,['torso']
Cell isn't typically in your <extra_id_0>,Cell is typically in your <extra_id_0>,"['tissue', 'cellblock', 'organism', 'convent', 'monastery']"
Cellulose isn't part of <extra_id_0>,Cellulose is part of <extra_id_0>,['plants']
A century isn't part of a <extra_id_0>,A century is part of a <extra_id_0>,['millennium']
A chin isn't part of a <extra_id_0>,A chin is part of a <extra_id_0>,['face']
A clause isn't part of a <extra_id_0>,A clause is part of a <extra_id_0>,['sentence']
...claw isn't part of a <extra_id_0>,...claw is part of a <extra_id_0>,"['crustacean', 'paw']"
A clitoris isn't part of a <extra_id_0>,A clitoris is part of a <extra_id_0>,['vulva']
A clutch isn't part of an <extra_id_0>,A clutch is part of an <extra_id_0>,"['transmission', 'car', 'clutch']"
A transmission and a clutch aren't both in a <extra_id_0>,A transmission and a clutch are both in a <extra_id_0>,"['transmission', 'car', 'clutch']"
A colon isn't part of a <extra_id_0>,A colon is part of a <extra_id_0>,['Panama']
A cone isn't part of the <extra_id_0>,A cone is part of the <extra_id_0>,"['horsetail', 'conifer', 'retina']"
Congress isn't part of <extra_id_0>,Congress is part of <extra_id_0>,['legislature']
A cornea isn't part of an <extra_id_0>,A cornea  is part of an <extra_id_0>,['eye']
A cow isn't part of a <extra_id_0>,A cow is part of a <extra_id_0>,['cattle']
Creativity isn't part of <extra_id_0>,Creativity is part of <extra_id_0>,['innovation']
Crimea isn't part of <extra_id_0>,Crimea is part of <extra_id_0>,['Ukraine']
A crotch isn't part of a <extra_id_0>,A crotch is part of a <extra_id_0>,['body']
A decade isn't part of a <extra_id_0>,A decade is part of a <extra_id_0>,['century']
Denmark isn't part of <extra_id_0>,Denmark is part of <extra_id_0>,"['Scandinavia', 'Jutland']"
A diaphragm isn't part of a <extra_id_0>,A diaphragm is part of a <extra_id_0>,"['camera', 'torso']"
Dorchester isn't part of <extra_id_0>,Dorchester is part of <extra_id_0>,['Boston']
The drumstick isn't part of the <extra_id_0>,The drumstick is part of the <extra_id_0>,['bird']
An earlobe isn't part of an <extra_id_0>,An earlobe is part of an <extra_id_0>,['auricle']
An earpiece isn't part of <extra_id_0>,An earpiece is part of <extra_id_0>,['eyeglasses']
Elastic isn't part of <extra_id_0>,Elastic is part of <extra_id_0>,['underwear']
An engine isn't part of a <extra_id_0>,An engine is part of a <extra_id_0>,['motorcycle']
Engine isn't part of <extra_id_0>,Engine is part of <extra_id_0>,['motorcycle']
England isn't part of the <extra_id_0>,England is part of the <extra_id_0>,['Europe']
Eritrea isn't part of <extra_id_0>,Eritrea is part of <extra_id_0>,['Africa']
Escondido isn't part of <extra_id_0>,Escondido is part of <extra_id_0>,['California']
Estonia isn't part of <extra_id_0>,Estonia is part of <extra_id_0>,['Europe']
Evanston isn't part of <extra_id_0>,Evanston is part of <extra_id_0>,['Illinoi']
Exertion isn't part of <extra_id_0>,Exertion is part of <extra_id_0>,['recreation']
Existance isn't part of <extra_id_0>,Existance is part of <extra_id_0>,['Everything']
An eyebrow isn't part of a <extra_id_0>,An eyebrow is part of a <extra_id_0>,['face']
My face isn't part of <extra_id_0>,My face is part of <extra_id_0>,"['me', 'homo', 'head', 'watch', 'racket', 'animal']"
Fairfield isn't part of <extra_id_0>,Fairfield is part of <extra_id_0>,['California']
Farmland isn't part of <extra_id_0>,Farmland is part of <extra_id_0>,['state']
Fenerbahce isn't part of <extra_id_0>,Fenerbahce is part of <extra_id_0>,['Istanbul']
Ferikoy isn't part of <extra_id_0>,Ferikoy is part of <extra_id_0>,['istanbul']
The fibula isn't part of the <extra_id_0>,The fibula is part of the <extra_id_0>,['leg']
Fiji isn't part of <extra_id_0>,Fiji is part of <extra_id_0>,['Asia']
A fingernail isn't part of a <extra_id_0>,A fingernail is part of a <extra_id_0>,['finger']
A flap isn't part of an <extra_id_0>,A flap is part of an <extra_id_0>,['wing']
Florissant isn't part of <extra_id_0>,Florissant is part of <extra_id_0>,['Missouri']
Picture description: this isn't a picture of a flower on a <extra_id_0>,Picture description: this is a picture of a flower on a <extra_id_0>,['angiosperm']
Fontana isn't part of <extra_id_0>,Fontana is part of <extra_id_0>,['California']
A foot isn't part of a <extra_id_0>,A foot is part of a <extra_id_0>,"['yard', 'chair', 'homo', 'invertebrate', 'leg']"
This form isn't part of the <extra_id_0>,This form is part of the <extra_id_0>,['percept']
Fortaleza isn't part of <extra_id_0>,Fortaleza is part of <extra_id_0>,"['Brazil', 'ceará']"
Framingham isn't part of <extra_id_0>,Framingham is part of <extra_id_0>,['Massachusetts']
Frankfurt isn't part of <extra_id_0>,Frankfurt is part of <extra_id_0>,['Germany']
Fullerton isn't part of <extra_id_0>,Fullerton is part of <extra_id_0>,['California']
Gabon isn't part of <extra_id_0>,Gabon is part of <extra_id_0>,['Africa']
Gambia isn't part of <extra_id_0>,Gambia is part of <extra_id_0>,['Africa']
GC isn't part of <extra_id_0>,GC is part of <extra_id_0>,['TFZ']
A gene isn't part of a <extra_id_0>,A gene is part of a <extra_id_0>,['chromosome']
Genova isn't part of <extra_id_0>,Genova is part of <extra_id_0>,['Italy']
Georgia isn't part of the <extra_id_0>,Georgia is part of the <extra_id_0>,"['Transcaucasia', 'South']"
Germany and Switzerland aren't both countries in <extra_id_0>,Germany and Switzerland are both countries in <extra_id_0>,['Europe']
Glass isn't part of <extra_id_0>,Glass is part of <extra_id_0>,"['glass', 'eyeglasses']"
Glory isn't typically in <extra_id_0>,Glory is typically in <extra_id_0>,['war']
Gothenburg isn't part of <extra_id_0>,Gothenburg is part of <extra_id_0>,"['västergötland', 'Sweden']"
Grace isn't part of <extra_id_0>,Grace is part of <extra_id_0>,['love']
Gresham isn't part of <extra_id_0>,Gresham is part of <extra_id_0>,['Oregon']
A groin isn't part of a <extra_id_0>,A groin is part of a <extra_id_0>,['loins']
Guadalajara isn't part of <extra_id_0>,Guadalajara is part of <extra_id_0>,"['jalisco', 'Mexico']"
Guangzhou isn't part of <extra_id_0>,Guangzhou is part of <extra_id_0>,"['China', 'guangdong']"
Halab isn't part of <extra_id_0>,Halab is part of <extra_id_0>,['Syria']
