prompt,opposite_sent,completion
 Replace the [MASK] with the correct word: A person does want to be [MASK]. [MASK] is,A person doesn't want to  be [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want monkey [MASK]. [MASK] is,A person doesn't want monkey [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: Person does want to be a [MASK]. [MASK] is,Person does not want to be a [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want to be in [MASK]. [MASK] is,A person doesn't want to be in [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want cold [MASK]. [MASK] is,A person doesn't want cold [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want to get [MASK]. [MASK] is,A person doesn't want to get [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want heat [MASK]. [MASK] is,A person doesn't want heat [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want to die unless they're depressed and [MASK]. [MASK] is,A person doesn't want to die unless they're depressed and [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want high [MASK]. [MASK] is,A person doesn't want high [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: Person does want bloodcurdling [MASK]. [MASK] is,Person does not want bloodcurdling [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A person does want to live under [MASK]. [MASK] is,A person doesn't want to live under [MASK].,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 Replace the [MASK] with the correct word: A priest does want [MASK]. [MASK] is,A priest doesn't want [MASK].,['sacrilege']
 Replace the [MASK] with the correct word: A racoon does want [MASK]. [MASK] is,A racoon doesn't want [MASK].,['shoes']
 Replace the [MASK] with the correct word: A rat does want to [MASK]. [MASK] is,A rat doesn't want to [MASK].,['drown']
 Replace the [MASK] with the correct word: A scientist does want to [MASK]. [MASK] is,A scientist doesn't want to [MASK].,['guess']
 Replace the [MASK] with the correct word: A singer does want [MASK]. [MASK] is,A singer doesn't want [MASK].,['laryngitis']
 Replace the [MASK] with the correct word: Soldier does want to be [MASK]. [MASK] is,Soldier does not want to be [MASK].,['die']
 Replace the [MASK] with the correct word: A student does want [MASK]. [MASK] is,A student doesn't want [MASK].,"['fail', 'detention']"
 Replace the [MASK] with the correct word: A tiger does want [MASK]. [MASK] is,A tiger doesn't want [MASK].,['vegetables']
" Replace the [MASK] with the correct word: To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do serve [MASK]. [MASK] is","To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do not serve [MASK].",['meat']
